title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Perfect Days",movie,Drama,2023,tt27503384,7.9,62891,US
"For Madmen Only: The Stories of Del Close",movie,Documentary,2020,tt10513698,6.9,256,US
"What You Wish For",movie,Thriller,2023,tt13638858,6.7,5848,US
"Sheep Without a Shepherd",movie,"Crime, Drama, Thriller",2019,tt11210032,6.8,1954,JP
"Josee, the Tiger and the Fish",movie,"Animation, Drama, Romance",2020,tt12879624,7.6,8720,JP
"Midnight Kiss",movie,"Drama, Fantasy, Horror",2019,tt11305630,4.7,1499,US
"Kingdom of the Planet of the Apes",movie,"Action, Adventure, Drama",2024,tt11389872,6.9,131312,US
"Vacation Friends",movie,"Adventure, Comedy",2021,tt3626476,6.3,30823,US
"The Nowhere Inn",movie,"Comedy, Drama, Music",2020,tt10441822,5.7,1583,US
Amulet,movie,"Horror, Mystery",2020,tt8332802,4.9,4848,US
"Identifying Features",movie,Drama,2020,tt11394282,7.3,2554,JP
Soften!,movie,"Comedy, Sport",2014,tt3725082,,,JP
"The Fight",movie,Documentary,2020,tt11394184,6.8,777,US
Assassins,movie,"Biography, Documentary",2020,tt11394276,7.5,2937,JP
"Rebuilding Paradise",movie,Documentary,2020,tt9735350,7,680,US
"The Mole Agent",movie,Documentary,2020,tt11394298,7.5,9718,JP
"The Reason I Jump",movie,"Documentary, Drama",2020,tt9098928,7.4,1174,JP
"A Nasty Piece of Work",movie,"Drama, Fantasy, Horror",2019,tt11136630,6.7,2046,US
"Gekijouban Seitokai Yakuindomo 2",movie,"Animation, Comedy",2021,tt12439230,6.1,74,JP
"A Thousand Little Cuts",movie,Thriller,2022,tt11244558,5.1,757,JP
"How to Train Your Dragon: Snoggletog Log",movie,"Animation, Short",2019,tt11409576,4.5,368,US
"Hard Hit",movie,"Action, Crime, Drama",2021,tt14980972,6.2,2495,JP
"We Are Freestyle Love Supreme",movie,"Comedy, Documentary, Musical",2020,tt11426644,7,380,US
"Binan koukou chikyuu boueibu Love! Love! Love!",movie,Animation,2017,tt7283046,,,JP
"Girl's Blood",movie,"Drama, Short",2013,tt3190404,6.2,5,JP
"a-ha: The Movie",movie,"Biography, Documentary, Music",2021,tt10851414,7,1293,JP
Shadowfall,movie,Drama,2019,tt10086648,5.1,36,JP
"A Perfect Enemy",movie,"Drama, Thriller",2020,tt9421200,5.5,3838,JP
"Ultraman Taiga: New Generation Climax",movie,"Action, Fantasy",2020,tt11540212,7.3,92,JP
"Shimajiro to Ururu no Heroland",movie,"Adventure, Animation, Family",2019,tt11407890,6.4,11,JP
"Black School Rules",movie,Drama,2019,tt11276530,6.3,32,JP
"Kishiryu Sentai Ryusoulger vs. Lupinranger vs. Patranger",movie,"Action, Adventure, Fantasy",2020,tt11478014,6.8,31,JP
"A Christmas Crush",movie,"Comedy, Romance",2019,tt10854916,4.5,832,US
"12 Pups of Christmas",movie,"Drama, Family, Romance",2019,tt11357028,3.9,991,US
"Romance Doll",movie,"Drama, Romance",2020,tt10914712,6.4,896,JP
"Ware ni utsu yoi ari",movie,Action,1990,tt0291555,6.4,39,JP
Jane,movie,"Drama, Short",2012,tt4627618,6.2,7,US
"Brothers in Brothel",movie,Drama,2019,tt11157002,5,52,JP
"Mashin Sentai Kiramager: Episode Zero",movie,"Action, Adventure, Fantasy",2020,tt11522680,7.3,33,JP
"The Ties",movie,Drama,2020,tt12585254,6.4,1503,JP
"The Marco Effect",movie,"Crime, Thriller",2021,tt10451312,5.3,3405,JP
"The Worst Person in the World",movie,"Comedy, Drama, Romance",2021,tt10370710,7.7,104305,US
"Ilana Glazer: The Planet Is Burning",movie,Comedy,2020,tt10472008,4,695,US
"Ted K",movie,"Biography, Crime, Drama",2021,tt8128276,6,4304,US
"Baka marudashi",movie,Drama,1964,tt0360409,6,21,JP
Multiverse,movie,"Drama, Mystery, Sci-Fi",2019,tt8953768,4.7,1339,"JP, US"
"Margaux Hartmann",movie,Drama,2020,tt10868508,5.4,223,JP
"Night of the Kings",movie,"Drama, Fantasy",2020,tt8132778,6.5,2930,US
"Operation Mincemeat",movie,"Drama, War",2021,tt1879016,6.6,37915,JP
"The Donkey Comes on a Tank",movie,Comedy,1964,tt0358978,6.6,18,JP
"Yakuza Princess",movie,Thriller,2021,tt10715446,4.8,2192,US
"Love and Other Fantasies",movie,,1993,,,,US
"Just After Christmas",movie,,1977,,,,JP
"The First Time 3",movie,"Drama, Romance",2019,,,,JP
"Bakumatsu kitan Shinsen 5: Kengou kourin",movie,Action,2013,tt3801386,,,JP
"Italian Studies",movie,Drama,2021,tt9893084,4.7,874,US
"The Woman Who Ran",movie,Drama,2020,tt11697690,6.7,3708,JP
"Flag Day",movie,"Crime, Drama",2021,tt2304637,5.4,3716,JP
His,movie,"Drama, Family, Romance",2020,tt10731362,7.3,802,JP
"Kyuchan no dekkai yume",movie,Drama,1967,tt10128514,,,JP
"Kaiji: Final Game",movie,"Adventure, Comedy, Thriller",2020,tt10423160,5,505,JP
"Song of Love",movie,Comedy,1967,tt3216094,6.4,31,JP
"The Greatest Challenge of All",movie,,1967,tt4370626,6.2,6,JP
"Ippatsu daiboken",movie,Comedy,1968,tt0293284,5.9,16,JP
"The Shy Deceiver",movie,Comedy,1968,tt0293168,6.4,26,JP
"Vagabond Schemer",movie,Comedy,1969,tt1362548,5.6,18,JP
"The Sun Does Not Move",movie,"Crime, Sci-Fi, Thriller",2021,tt10423106,4.7,140,JP
Eileen,movie,"Drama, Mystery, Romance",2023,tt5198890,5.9,15795,US
Amsterdam,movie,"Comedy, Drama, History",2022,tt10304142,6.1,97293,"JP, US"
"Russell Peters: Deported",movie,Comedy,2020,tt10442360,6.3,1011,US
"Silent Night",movie,"Comedy, Drama, Horror",2021,tt11628854,5.8,20683,JP
Gunda,movie,Documentary,2020,tt11464016,7.1,3018,JP
"Kinnikuman II Sei: Muscle Ninjin Soudatsu! Choujin Daisensou",movie,,2002,,,,JP
"Small Engine Repair",movie,"Crime, Drama, Thriller",2021,tt9789042,6.5,5329,US
Topside,movie,Drama,2020,tt10506876,6,682,US
"Wanted Man",movie,"Action, Crime, Drama",2024,tt15791574,4.8,2331,US
"Maria Bamford: Weakness Is the Brand",movie,Comedy,2020,tt10830086,7.5,225,US
"12 Hour Shift",movie,"Comedy, Horror, Thriller",2020,tt10309552,5.5,5330,US
"David Rossi: Suicidio o Omicidio?",movie,Documentary,2019,,,,US
"Infinity Pool",movie,"Crime, Horror, Mystery",2023,tt10365998,6,62483,US
"Press Play",movie,"Drama, Music, Romance",2022,tt11116642,6.1,1848,US
"Todo queda en familia",movie,"Comedy, Short",2010,tt1950429,6.2,30,JP
"Official Competition",movie,"Comedy, Drama",2021,tt11700260,7,15567,"JP, US"
"I Was a 'Secret Bitch'",movie,Romance,2019,tt11027672,6.5,45,JP
"The Man Who Sold His Skin",movie,Drama,2020,tt10360862,6.9,7306,JP
"Here Before",movie,"Drama, Mystery, Thriller",2021,tt8649190,5.8,1669,US
"Crocodile Island",movie,"Adventure, Horror",2020,tt12598910,3.9,268,JP
"The Creator",movie,"Action, Adventure, Drama",2023,tt11858890,6.7,174343,US
"Marudase Kintarou",movie,"Animation, Short",2020,tt13580744,4.8,40,JP
"Psycho Goreman",movie,"Comedy, Horror, Sci-Fi",2020,tt11252440,6.3,15674,JP
"The Pig King",movie,"Action, Fantasy",2020,tt12800092,5.3,40,JP
"My Valentine",movie,"Drama, Fantasy, Horror",2020,tt11510064,4.4,1220,US
"El último cazador",movie,Action,1997,tt0222516,6.5,9,JP
"The Ghost Painter",movie,"Comedy, Horror",2020,tt11799784,5.6,156,JP
"Kinnikuman: Ôabare! Seigi chôjin",movie,"Animation, Comedy, Sci-Fi",1984,tt0312874,5.9,23,JP
"Kinnikuman: Seigi chôjin VS kodai chôjin",movie,Animation,1985,tt0389076,6.5,19,JP
"Komori seikatsu kôjô kurabu",movie,Drama,2008,tt1319634,5.8,12,JP
"Kinnikuman: Gyakushû! Uchû kakure chôjin",movie,"Animation, Short",1985,tt0399244,6.6,13,JP
"Kinnikuman: Haresugata! Seigi chôjin",movie,Animation,1985,tt0399245,6.5,16,JP
"Kinnikuman: Nyû Yôku kiki ippatsu!",movie,Animation,1986,tt0390164,6.6,14,JP
"Kinnikuman: Seigi chôjin VS senshi chôjin",movie,Animation,1986,tt0390165,,,JP
"Till Death",movie,Thriller,2021,tt11804152,5.9,27439,JP
"Isha sensei",movie,Drama,2015,tt4162016,6.8,9,JP
"St. Elsewhere",tv,"Comedy, Drama",1982,tt0083483,8,5382,"JP, US"
"The Challenge",tv,"Action, Adventure, Game-Show",1998,tt0176095,8.1,4538,US
"Buffy the Vampire Slayer",tv,"Action, Adventure, Drama",1997,tt0118276,8.3,163138,US
Cheers,tv,"Comedy, Drama",1982,tt0083399,8,63602,US
"NYPD Blue",tv,"Crime, Drama, Mystery",1993,tt0106079,7.8,16860,US
"The Game",tv,"Comedy, Drama, Romance",2006,tt0772137,6.8,4889,US
"Kyle XY",tv,"Drama, Mystery, Romance",2006,tt0756509,7.4,30957,US
"Everybody Hates Chris",tv,"Comedy, Drama, Music",2005,tt0460637,7.6,42880,US
"One Tree Hill",tv,"Drama, Romance, Sport",2003,tt0368530,7.8,89216,US
"Fear Factor",tv,"Game-Show, Reality-TV, Thriller",2001,tt0278191,5.7,7348,US
"America's Next Top Model",tv,"Game-Show, Reality-TV",2003,tt0363307,5.7,18666,US
"Brothers & Sisters",tv,Drama,2006,tt0758737,7.5,25944,US
"The Bachelor",tv,"Game-Show, Reality-TV, Romance",2002,tt0313038,3.3,7726,US
"SpongeBob SquarePants",tv,"Animation, Comedy, Family",1999,tt0206512,8.2,115205,JP
Torchwood,tv,"Action, Drama, Mystery",2006,tt0485301,7.7,44068,JP
"Hey Arnold!",tv,"Animation, Comedy, Family",1996,tt0115200,7.6,37297,US
"Sabrina the Teenage Witch",tv,"Comedy, Family, Fantasy",1996,tt0115341,6.7,44054,US
Futurama,tv,"Adventure, Animation, Comedy",1999,tt0149460,8.5,266369,US
"Who's the Boss?",tv,"Comedy, Romance",1984,tt0086827,6.6,15981,US
Rhoda,tv,Comedy,1974,tt0071040,6.8,3025,JP
Reba,tv,"Comedy, Drama",2001,tt0284722,6.7,18305,US
"Curious George",tv,"Adventure, Animation, Comedy",2006,tt0449545,7.2,3731,US
"The F.B.I. Files",tv,"Biography, Crime, Documentary",1998,tt0309152,7.9,1375,US
"Desperate Housewives",tv,"Comedy, Drama, Mystery",2004,tt0410975,7.6,143017,US
"Designing Women",tv,Comedy,1986,tt0090418,7.2,7307,US
"Chappelle's Show",tv,"Comedy, Music",2003,tt0353049,8.8,73237,JP
"Extreme Makeover: Home Edition",tv,"Comedy, Drama, Family",2003,tt0388595,6.3,4901,US
"L.A. Law",tv,Drama,1986,tt0090466,7.1,6712,US
"Ace of Cakes",tv,Reality-TV,2006,tt0842903,7.1,1271,US
Columbo,tv,"Crime, Drama, Mystery",1971,tt1466074,8.3,43593,JP
"The Lost World",tv,"Action, Adventure, Sci-Fi",1999,tt0240278,7.1,4612,JP
Skins,tv,Drama,2007,tt0840196,8.2,94973,US
"Yu-Gi-Oh! Duel Monsters",tv,"Action, Adventure, Animation",2000,tt0247902,8.2,3874,JP
"Lincoln Heights",tv,"Drama, Family",2006,tt0775374,7.7,2073,US
M*A*S*H,tv,"Comedy, Drama, War",1972,tt0068098,8.5,65293,US
"WKRP in Cincinnati",tv,Comedy,1978,tt0077097,8,11571,JP
"Electric Playground",tv,"Documentary, News",1997,tt0270764,8.7,142,JP
"Revolutionary Girl Utena",tv,"Animation, Comedy, Drama",1997,tt0205410,8.1,2132,JP
"Ouran High School Host Club",tv,"Animation, Comedy, Romance",2006,tt0816397,8.2,12123,"JP, US"
"Samurai Champloo",tv,"Action, Adventure, Animation",2004,tt0423731,8.5,57220,US
"Serial Experiments Lain",tv,"Animation, Drama, Horror",1998,tt0500092,8.1,18420,JP
"Ghost in the Shell: Stand Alone Complex",tv,"Action, Animation, Crime",2002,tt0346314,8.5,21363,JP
"How I Met Your Mother",tv,"Comedy, Drama, Romance",2005,tt0460649,8.3,744376,US
"My So-Called Life",tv,"Comedy, Drama, Romance",1994,tt0108872,8.4,22327,US
Californication,tv,"Comedy, Drama",2007,tt0904208,8.3,190131,JP
Greek,tv,"Comedy, Drama, Family",2007,tt0976014,7.6,25306,US
"Viva Piñata",tv,"Animation, Comedy, Family",2006,tt0837069,5.7,292,JP
"Eli Stone",tv,"Comedy, Drama, Fantasy",2008,tt0892535,7.7,11060,US
"Gossip Girl",tv,"Drama, Romance",2007,tt0397442,7.5,199385,JP
"The Simpsons",tv,"Animation, Comedy",1989,tt0096697,8.7,443993,"JP, US"
"Hell on Wheels",tv,"Drama, Western",2011,tt1699748,8.3,56698,US
Dexter,tv,"Crime, Drama, Mystery",2006,tt0773262,8.6,799962,JP
Homeland,tv,"Crime, Drama, Mystery",2011,tt1796960,8.3,364933,"JP, US"
House,tv,"Drama, Mystery",2004,tt0412142,8.7,534976,"JP, US"
"Sons of Anarchy",tv,"Crime, Drama, Thriller",2008,tt1124373,8.6,331324,US
"Person of Interest",tv,"Action, Crime, Drama",2011,tt1839578,8.5,193314,JP
"American Horror Story",tv,"Drama, Horror, Sci-Fi",2011,tt1844624,8,350093,US
"The Shield",tv,"Crime, Drama, Thriller",2002,tt0286486,8.7,90230,US
Elementary,tv,"Crime, Drama, Mystery",2012,tt2191671,7.9,120972,"JP, US"
"Grey's Anatomy",tv,"Drama, Romance",2005,tt0413573,7.6,350565,US
Glee,tv,"Comedy, Drama, Music",2009,tt1327801,6.8,157123,"JP, US"
"The Big Bang Theory",tv,"Comedy, Romance",2007,tt0898266,8.1,888061,JP
Castle,tv,"Comedy, Crime, Drama",2009,tt1219024,8.1,177483,US
"New Girl",tv,"Comedy, Romance",2011,tt1826940,7.8,250462,US
"Modern Family",tv,"Comedy, Drama, Romance",2009,tt1442437,8.5,499979,US
"Attack on Titan",tv,"Action, Adventure, Animation",2013,tt2560140,9.1,555392,US
"CSI: Crime Scene Investigation",tv,"Crime, Drama, Mystery",2000,tt0247082,7.7,90541,"JP, US"
"Veronica Mars",tv,"Crime, Drama, Mystery",2004,tt0412253,8.4,79260,US
"American Dad!",tv,"Animation, Comedy",2005,tt0397306,7.4,138364,US
"Family Guy",tv,"Animation, Comedy",1999,tt0182576,8.1,370274,US
"The Good Wife",tv,"Crime, Drama, Mystery",2009,tt1442462,8.4,84484,JP
Justified,tv,"Action, Crime, Drama",2010,tt1489428,8.6,121729,US
Firefly,tv,"Adventure, Drama, Sci-Fi",2002,tt0303461,8.9,285488,US
"The Wire",tv,"Crime, Drama, Thriller",2002,tt0306414,9.3,389160,JP
"The Closer",tv,"Crime, Drama, Mystery",2005,tt0458253,7.8,29779,JP
"Pride and Prejudice",tv,"Drama, Romance",1995,tt0112130,8.8,94212,"JP, US"
"The Dead Zone",tv,"Drama, Fantasy, Mystery",2002,tt0281432,7.3,10172,JP
"The F Word",tv,"Documentary, Game-Show, Reality-TV",2005,tt0490035,6.9,1717,US
"The 4400",tv,"Drama, Mystery, Sci-Fi",2004,tt0389564,7.3,47236,JP
"Jimmy Kimmel Live!",tv,"Comedy, Music, Talk-Show",2003,tt0320037,6.5,17729,US
"Dancing with the Stars",tv,"Family, Music, Reality-TV",2005,tt0463398,4.9,10628,US
"The A-Team",tv,"Action, Adventure, Crime",1983,tt0084967,7.5,42754,JP
"WWE Smackdown!",tv,"Action, Sport",1999,tt0227972,7.3,7191,JP
"Home Improvement",tv,"Comedy, Family",1991,tt0101120,7.2,50042,US
"The Bachelorette",tv,"Game-Show, Reality-TV, Romance",2003,tt0348894,3.5,6041,US
"Ghost Whisperer",tv,"Drama, Fantasy",2005,tt0460644,6.5,50575,US
"CSI: Miami",tv,"Action, Crime, Drama",2002,tt0313043,6.5,62065,"JP, US"
Supernatural,tv,"Drama, Fantasy, Horror",2005,tt0460681,8.4,496482,JP
Heroes,tv,"Crime, Drama, Fantasy",2006,tt0813715,7.5,254040,JP
Friends,tv,"Comedy, Romance",1994,tt0108778,8.9,1114294,JP
"The Golden Girls",tv,"Comedy, Drama",1985,tt0088526,8.2,48791,US
"Project Runway",tv,Reality-TV,2004,tt0437741,7.4,11760,US
"The Bernie Mac Show",tv,"Comedy, Drama, Family",2001,tt0285341,7.2,8650,US
Monk,tv,"Comedy, Crime, Drama",2002,tt0312172,8.1,95193,JP
Fringe,tv,"Drama, Mystery, Sci-Fi",2008,tt1119644,8.4,261002,JP
"Flavor of Love",tv,"Game-Show, Reality-TV, Romance",2006,tt0488262,4.8,2394,US
"The Fresh Prince of Bel-Air",tv,Comedy,1990,tt0098800,7.9,147046,US
Bones,tv,"Crime, Drama, Mystery",2005,tt0460627,7.8,180170,US
227,tv,Comedy,1985,tt0088470,6.7,4128,US
"Battlestar Galactica",tv,"Action, Adventure, Drama",2004,tt0407362,8.7,178686,JP
24,tv,"Action, Crime, Drama",2001,tt0285331,8.4,199404,US
Thundercats,tv,"Action, Adventure, Animation",1985,tt0088631,7.9,19490,US
"The Flintstones",tv,"Adventure, Animation, Comedy",1960,tt0053502,7.5,42000,US
Moonlighting,tv,"Comedy, Drama, Mystery",1985,tt0088571,7.6,25030,US
"Malcolm in the Middle",tv,"Comedy, Family",2000,tt0212671,8.2,145640,US
20/20,tv,"Documentary, News",1978,tt0124932,6.8,2834,US
"Drake & Josh",tv,"Comedy, Family",2004,tt0363328,7.7,44379,US
"McLeod's Daughters",tv,"Drama, Romance",2001,tt0292414,7.3,6779,US
"King of the Hill",tv,"Animation, Comedy, Drama",1997,tt0118375,7.5,59847,US
"All Saints",tv,Drama,1998,tt0163924,7.1,1683,US
"Cold Case",tv,"Crime, Drama, Mystery",2003,tt0368479,7.6,32494,JP
"Orange Days",tv,"Drama, Romance",2004,tt0431557,8,1083,JP
"Prison Break",tv,"Action, Crime, Drama",2005,tt0455275,8.3,600886,US
"Stargate: Atlantis",tv,"Action, Adventure, Drama",2004,tt0374455,8.1,72773,US
"The Office",tv,Comedy,2005,tt0386676,9,742709,JP
"My Name Is Earl",tv,Comedy,2005,tt0460091,7.8,111288,US
"The Unit",tv,"Action, Drama, Thriller",2006,tt0460690,8.1,23470,US
"Dawson's Creek",tv,"Drama, Romance",1998,tt0118300,6.8,45479,US
"The Jetsons",tv,"Animation, Comedy, Family",1962,tt0055683,7,24693,US
"Hell's Kitchen",tv,"Game-Show, Reality-TV",2005,tt0437005,7.2,23204,US
"Freaks and Geeks",tv,"Comedy, Drama",1999,tt0193676,8.8,155725,US
Angel,tv,"Action, Adventure, Drama",1999,tt0162065,7.9,77023,US
"Doc Martin",tv,"Comedy, Drama, Romance",2004,tt0408381,8.4,20905,JP
"CSI: NY",tv,"Action, Crime, Drama",2004,tt0395843,7,50148,"JP, US"
"Bleak House",tv,"Crime, Drama",2005,tt0442632,8.3,10852,US
"Dirty Jobs",tv,Reality-TV,2005,tt0458259,7.7,9636,US
"Deadliest Catch",tv,"Adventure, Documentary, Reality-TV",2005,tt0446809,7.8,9436,US
"The O.C.",tv,"Comedy, Drama, Romance",2003,tt0362359,7.6,98039,US
"Family Matters",tv,"Adventure, Comedy, Drama",1989,tt0096579,6.6,30618,US
"My Wife and Kids",tv,"Comedy, Family",2000,tt0273855,6.9,30224,US
Extras,tv,"Comedy, Drama",2005,tt0445114,8.3,61170,JP
"It's Always Sunny in Philadelphia",tv,Comedy,2005,tt0472954,8.8,258106,US
"Law & Order: Special Victims Unit",tv,"Crime, Drama, Mystery",1999,tt0203259,8.1,130726,"JP, US"
Felicity,tv,"Drama, Romance",1998,tt0134247,6.9,13170,US
"Burn Notice",tv,"Action, Crime, Drama",2007,tt0810788,8,80160,"JP, US"
"The Riches",tv,"Comedy, Crime, Drama",2007,tt0496343,7.8,8789,US
"The Mary Tyler Moore Show",tv,Comedy,1970,tt0065314,8.3,10448,US
"The Office",tv,"Comedy, Drama",2001,tt0290978,8.5,125501,US
Rugrats,tv,"Adventure, Animation, Comedy",1991,tt0101188,7.4,39230,US
"Lost in Space",tv,"Adventure, Comedy, Family",1965,tt0058824,7.2,9108,US
"The Golden Palace",tv,Comedy,1992,tt0103426,7.2,2912,US
"Private Practice",tv,"Comedy, Drama, Romance",2007,tt0972412,6.8,29544,US
"Murder One",tv,"Crime, Drama, Mystery",1995,tt0112086,8.2,2510,JP
"Growing Up Gotti",tv,Reality-TV,2004,tt0405545,3.2,625,US
ReGenesis,tv,"Drama, Mystery, Sci-Fi",2004,tt0429422,7.9,3516,JP
Frasier,tv,Comedy,1993,tt0106004,8.2,97589,US
"Sailor Moon",tv,"Action, Adventure, Animation",1992,tt0103369,7.7,7943,"JP, US"
Nip/Tuck,tv,Drama,2003,tt0361217,7.7,59345,US
"Sister, Sister",tv,"Comedy, Drama, Family",1994,tt0108927,6.3,14002,US
"Walker, Texas Ranger",tv,"Action, Adventure, Crime",1993,tt0106168,5.6,19298,US
Airline,tv,Reality-TV,2004,tt0395378,7.5,266,US
"Hill Street Blues",tv,"Crime, Drama, Mystery",1981,tt0081873,8.2,10919,JP
"So You Think You Can Dance",tv,"Music, Reality-TV",2005,tt0472023,7,10841,US
"Criminal Minds",tv,"Crime, Drama, Mystery",2005,tt0452046,8.1,225543,US
"The X-Files",tv,"Adventure, Crime, Drama",1993,tt0106179,8.6,255966,US
"The Steve Harvey Show",tv,Comedy,1996,tt0115372,6.6,3512,US
"UFO Files",tv,Documentary,2004,tt0433320,6.8,332,US
"Married... with Children",tv,Comedy,1987,tt0092400,8.1,112959,US
"War Stories with Oliver North",tv,"Documentary, History, War",2001,tt0473597,6.9,85,JP
"Living Single",tv,Comedy,1993,tt0106056,7.7,6926,US
"Friday Night Lights",tv,"Drama, Sport",2006,tt0758745,8.7,73944,US
"Full House",tv,"Comedy, Drama, Family",1987,tt0092359,6.8,64180,US
"Night Gallery",tv,"Drama, Fantasy, Horror",1969,tt0065327,7.9,6364,JP
"Mr. Bean",tv,"Comedy, Family",1990,tt0096657,8.6,137516,US
"Rescue Me",tv,"Comedy, Drama",2004,tt0381798,8.3,28340,US
"America's Funniest Home Videos",tv,"Comedy, Documentary, Family",1989,tt0098740,6.2,6017,US
"Will & Grace",tv,"Comedy, Romance",1998,tt0157246,7.4,61401,US
"Josie and the Pussycats",tv,"Animation, Comedy, Family",1970,tt0065307,6.2,2407,US
"Absolutely Fabulous",tv,Comedy,1992,tt0105929,8.2,21942,US
"The Wonder Years",tv,"Comedy, Drama, Family",1988,tt0094582,8.4,41561,US
Scrubs,tv,"Comedy, Drama",2001,tt0285403,8.4,273876,US
"Just Shoot Me!",tv,Comedy,1997,tt0118364,6.9,22286,US
ER,tv,"Drama, Romance",1994,tt0108757,7.9,69358,"JP, US"
"The PJs",tv,"Animation, Comedy",1999,tt0182621,6.8,4199,US
"Boston Legal",tv,"Comedy, Crime, Drama",2004,tt0402711,8.5,50865,US
"Law & Order: Criminal Intent",tv,"Crime, Drama, Mystery",2001,tt0275140,7.6,28365,JP
"That's So Raven",tv,"Comedy, Family, Fantasy",2003,tt0300865,6.7,21954,US
Smallville,tv,"Action, Adventure, Drama",2001,tt0279600,7.5,140978,US
Lost,tv,"Adventure, Drama, Fantasy",2004,tt0411008,8.3,616736,"JP, US"
"30 Rock",tv,Comedy,2006,tt0496424,8.3,133621,US
NCIS,tv,"Action, Crime, Drama",2003,tt0364845,7.8,166990,JP
"Day Break",tv,"Action, Drama, Sci-Fi",2006,tt0801425,8,8530,JP
Roswell,tv,"Drama, Mystery, Romance",1999,tt0201391,7.5,31051,US
"Ugly Betty",tv,"Comedy, Drama, Romance",2006,tt0805669,6.8,48726,"JP, US"
"Man vs. Wild",tv,"Adventure, Reality-TV",2006,tt0883772,8.1,23424,"JP, US"
"Comedy Central Presents",tv,"Comedy, Documentary",1998,tt0497480,7.9,1222,JP
"City Homicide",tv,"Crime, Drama, Mystery",2006,tt1024932,7.5,1810,US
"Don't Forget the Lyrics!",tv,"Family, Game-Show, Music",2007,tt1056302,4.9,715,US
"El Cuerpo del Deseo",tv,"Drama, Mystery, Romance",2005,tt0459683,6.7,925,US
"Bizarre Foods with Andrew Zimmern",tv,Reality-TV,2006,tt1138645,7.7,2602,US
Damages,tv,"Crime, Drama, Mystery",2007,tt0914387,8.1,31974,US
Unsolved,tv,"Crime, Documentary",2004,tt1086760,,,US
"Bad Girls Club",tv,"Comedy, Drama, Reality-TV",2006,tt0914829,5,2942,US
"Storm of the Century",tv,"Drama, Fantasy, Horror",1999,tt0135659,7.3,24982,US
"The First 48",tv,"Crime, Mystery, Reality-TV",2004,tt0423652,8.2,4393,US
"Army Wives",tv,"Drama, Romance, War",2007,tt0859592,7.5,8577,US
Wipeout,tv,"Comedy, Family, Game-Show",2008,tt1156535,6.6,8324,US
Hamtaro,tv,"Adventure, Animation, Comedy",2000,tt0318895,6.3,2684,JP
"Mirmo Zibang!",tv,"Adventure, Animation, Comedy",2002,tt0796127,6.6,128,JP
"The Secret Life of the American Teenager",tv,"Comedy, Drama, Family",2008,tt1179817,4.9,21120,US
"Samurai 7",tv,"Action, Adventure, Animation",2004,tt0482424,7.6,4545,JP
Gungrave,tv,"Action, Animation, Crime",2003,tt0435961,7.9,5448,US
"The Mentalist",tv,"Crime, Drama, Mystery",2008,tt1196946,8.2,206276,"JP, US"
"Kisarazu Cat's Eye",tv,"Comedy, Drama",2002,tt0391273,8.1,216,JP
"House Hunters",tv,Reality-TV,1999,tt0369117,6.7,1922,US
"The Marvelous Misadventures of Flapjack",tv,"Adventure, Animation, Comedy",2008,tt1178180,7.8,16606,US
"Human Weapon",tv,"Documentary, Drama, Sport",2007,tt1083163,8.3,846,JP
"Packed to the Rafters",tv,"Comedy, Drama, Family",2008,tt1132600,7.5,2606,US
"The Family",tv,Drama,2007,tt1027787,7.4,912,JP
"XIII: The Conspiracy",tv,"Action, Crime, Mystery",2008,tt1117667,6.5,7267,JP
"The Mighty Boosh",tv,"Comedy, Fantasy, Musical",2003,tt0416394,8.4,24450,"JP, US"
"Crime 360",tv,"Crime, Documentary, Mystery",2008,tt1159604,7.3,209,US
Blackadder,tv,Comedy,1982,tt0084988,8,41710,US
Wallander,tv,"Crime, Drama, Mystery",2008,tt1178618,7.8,16746,JP
Survivors,tv,"Drama, Sci-Fi",2008,tt1258189,7.5,8983,JP
"Very Small Business",tv,Comedy,2008,tt1230088,7.4,320,JP
"Heroes and Villains",tv,"Biography, Documentary, Drama",2007,tt1441589,7.5,327,JP
"Gakkô ja oshierarenai!",tv,Drama,2008,tt1284600,6.6,27,JP
"The Penguins of Madagascar",tv,"Action, Adventure, Animation",2008,tt0892700,7.5,22900,JP
"Daisy of Love",tv,"Game-Show, Reality-TV, Romance",2009,tt1429439,4.6,567,US
"The City",tv,Reality-TV,2008,tt1346006,5.2,1315,JP
Crash,tv,Drama,2008,tt1178636,6.8,1736,US
"Tess of the D'Urbervilles",tv,"Drama, Romance",2008,tt1186342,7.6,6690,JP
Demons,tv,"Drama, Family, Fantasy",2009,tt1157595,5.9,1736,US
Apparitions,tv,"Action, Drama, Horror",2008,tt1140939,7.9,1953,JP
"Lie to Me",tv,"Crime, Drama, Mystery",2009,tt1235099,8,129841,US
"Being Erica",tv,"Adventure, Comedy, Drama",2009,tt1149608,7.7,10317,US
"RuPaul's Drag Race",tv,"Game-Show, Reality-TV",2009,tt1353056,8.5,23946,US
Unfair,tv,"Drama, Mystery",2006,tt1160697,7.3,132,JP
Koizora,tv,"Drama, Romance",2008,tt1257542,7.4,310,JP
"Ray the Animation",tv,"Animation, Drama",2006,tt2531918,6.8,39,JP
"Hurricane Polimar",tv,"Action, Animation, Sci-Fi",1974,tt1475264,7.5,86,JP
